Date,Message,Motor Index,12:00:00 AM,Motor Index,12:00:00 AM,05:30:00 AM,06:00:00 AM,06:30:00 AM,07:00:00 AM,07:30:00 AM,08:00:00 AM,05:30:00 PM,06:00:00 PM,06:30:00 PM,07:00:00 PM,07:30:00 PM,08:00:00 PM,Motor Index,12:00:00 AM,05:30:00 AM,06:00:00 AM,06:30:00 AM,07:00:00 AM,07:30:00 AM,08:00:00 AM,05:30:00 PM,06:00:00 PM,06:30:00 PM,07:00:00 PM,07:30:00 PM,08:00:00 PM
03/31/15,,1,SumSpr,2,Star,Star,Star,Star,Star,Star,Sun,Birds,Birds,Birds,Birds,Star,Star,3,Full,Full,Full,Full,Full,NewMoon,NewMoon,NewMoon,NewMoon,DyingCrescent,DyingCrescent,DyingCrescent,DyingCrescent
04/01/15,,1,SumSpr,2,Star,Star,Star,Star,Star,Star,Sun,Birds,Birds,Birds,Birds,Star,Star,3,Full,Full,Full,Full,Full,NewMoon,NewMoon,NewMoon,NewMoon,DyingCrescent,DyingCrescent,DyingCrescent,DyingCrescent
04/02/15,,1,SumSpr,2,Star,Star,Star,Star,Star,Star,Sun,Birds,Birds,Birds,Birds,Star,Star,3,Full,Full,Full,Full,Full,NewMoon,NewMoon,NewMoon,NewMoon,DyingCrescent,DyingCrescent,DyingCrescent,DyingCrescent
04/03/15,,1,SumSpr,2,Star,Star,Star,Star,Star,Star,Sun,Birds,Birds,Birds,Birds,Star,Star,3,Full,Full,Full,Full,Full,NewMoon,NewMoon,NewMoon,NewMoon,DyingCrescent,DyingCrescent,DyingCrescent,DyingCrescent
04/04/15,,1,SumSpr,2,Star,Star,Star,Star,Star,Star,Sun,Birds,Birds,Birds,Birds,Star,Star,3,Full,Full,Full,Full,Full,NewMoon,NewMoon,NewMoon,NewMoon,DyingCrescent,DyingCrescent,DyingCrescent,DyingCrescent
04/05/15,,1,SumSpr,2,Star,Star,Star,Star,Star,Star,Sun,Birds,Birds,Birds,Birds,Star,Star,3,Full,Full,Full,Full,Full,NewMoon,NewMoon,NewMoon,NewMoon,DyingCrescent,DyingCrescent,DyingCrescent,DyingCrescent
04/06/15,,1,SumSpr,2,Star,Star,Star,Star,Star,Star,Sun,Birds,Birds,Birds,Birds,Star,Star,3,Full,Full,Full,Full,Full,NewMoon,NewMoon,NewMoon,NewMoon,DyingCrescent,DyingCrescent,DyingCrescent,DyingCrescent
04/07/15,,1,SumSpr,2,Star,Star,Star,Star,Star,Star,Sun,Birds,Birds,Birds,Birds,Star,Star,3,Full,Full,Full,Full,Full,NewMoon,NewMoon,NewMoon,NewMoon,DyingCrescent,DyingCrescent,DyingCrescent,DyingCrescent
04/08/15,,1,SumSpr,2,Star,Star,Star,Star,Star,Star,Sun,Birds,Birds,Birds,Birds,Star,Star,3,Full,Full,Full,Full,Full,NewMoon,NewMoon,NewMoon,NewMoon,DyingCrescent,DyingCrescent,DyingCrescent,DyingCrescent
04/09/15,,1,SumSpr,2,Star,Star,Star,Star,Star,Star,Sun,Birds,Birds,Birds,Birds,Star,Star,3,Full,Full,Full,Full,Full,NewMoon,NewMoon,NewMoon,NewMoon,DyingCrescent,DyingCrescent,DyingCrescent,DyingCrescent
04/10/15,,1,SumSpr,2,Star,Star,Star,Star,Star,Star,Sun,Birds,Birds,Birds,Birds,Star,Star,3,Full,Full,Full,Full,Full,NewMoon,NewMoon,NewMoon,NewMoon,DyingCrescent,DyingCrescent,DyingCrescent,DyingCrescent
04/11/15,,1,SumSpr,2,Star,Star,Star,Star,Star,Star,Sun,Birds,Birds,Birds,Birds,Star,Star,3,Full,Full,Full,Full,Full,NewMoon,NewMoon,NewMoon,NewMoon,DyingCrescent,DyingCrescent,DyingCrescent,DyingCrescent
04/12/15,,1,SumSpr,2,Star,Star,Star,Star,Star,Star,Sun,Birds,Birds,Birds,Birds,Star,Star,3,Full,Full,Full,Full,Full,NewMoon,NewMoon,NewMoon,NewMoon,DyingCrescent,DyingCrescent,DyingCrescent,DyingCrescent
04/13/15,,1,SumSpr,2,Star,Star,Star,Star,Star,Star,Sun,Birds,Birds,Birds,Birds,Star,Star,3,Full,Full,Full,Full,Full,NewMoon,NewMoon,NewMoon,NewMoon,DyingCrescent,DyingCrescent,DyingCrescent,DyingCrescent
04/14/15,,1,SumSpr,2,Star,Star,Star,Star,Star,Star,Sun,Birds,Birds,Birds,Birds,Star,Star,3,Full,Full,Full,Full,Full,NewMoon,NewMoon,NewMoon,NewMoon,DyingCrescent,DyingCrescent,DyingCrescent,DyingCrescent
04/15/15,,1,SumSpr,2,Star,Star,Star,Star,Star,Star,Sun,Birds,Birds,Birds,Birds,Star,Star,3,Full,Full,Full,Full,Full,NewMoon,NewMoon,NewMoon,NewMoon,DyingCrescent,DyingCrescent,DyingCrescent,DyingCrescent
04/16/15,,1,SumSpr,2,Star,Star,Star,Star,Star,Star,Sun,Birds,Birds,Birds,Birds,Star,Star,3,Full,Full,Full,Full,Full,NewMoon,NewMoon,NewMoon,NewMoon,DyingCrescent,DyingCrescent,DyingCrescent,DyingCrescent
04/17/15,,1,SumSpr,2,Star,Star,Star,Star,Star,Star,Sun,Birds,Birds,Birds,Birds,Star,Star,3,Full,Full,Full,Full,Full,NewMoon,NewMoon,NewMoon,NewMoon,DyingCrescent,DyingCrescent,DyingCrescent,DyingCrescent
04/18/15,,1,SumSpr,2,Star,Star,Star,Star,Star,Star,Sun,Birds,Birds,Birds,Birds,Star,Star,3,Full,Full,Full,Full,Full,NewMoon,NewMoon,NewMoon,NewMoon,DyingCrescent,DyingCrescent,DyingCrescent,DyingCrescent
04/19/15,,1,SumSpr,2,Star,Star,Star,Star,Star,Star,Sun,Birds,Birds,Birds,Birds,Star,Star,3,Full,Full,Full,Full,Full,NewMoon,NewMoon,NewMoon,NewMoon,DyingCrescent,DyingCrescent,DyingCrescent,DyingCrescent
04/20/15,,1,SumSpr,2,Star,Star,Star,Star,Star,Star,Sun,Birds,Birds,Birds,Birds,Star,Star,3,Full,Full,Full,Full,Full,NewMoon,NewMoon,NewMoon,NewMoon,DyingCrescent,DyingCrescent,DyingCrescent,DyingCrescent
04/21/15,,1,SumSpr,2,Star,Star,Star,Star,Star,Star,Sun,Birds,Birds,Birds,Birds,Star,Star,3,Full,Full,Full,Full,Full,NewMoon,NewMoon,NewMoon,NewMoon,DyingCrescent,DyingCrescent,DyingCrescent,DyingCrescent
04/22/15,,1,SumSpr,2,Star,Star,Star,Star,Star,Star,Sun,Birds,Birds,Birds,Birds,Star,Star,3,Full,Full,Full,Full,Full,NewMoon,NewMoon,NewMoon,NewMoon,DyingCrescent,DyingCrescent,DyingCrescent,DyingCrescent
04/23/15,,1,SumSpr,2,Star,Star,Star,Star,Star,Star,Sun,Birds,Birds,Birds,Birds,Star,Star,3,Full,Full,Full,Full,Full,NewMoon,NewMoon,NewMoon,NewMoon,DyingCrescent,DyingCrescent,DyingCrescent,DyingCrescent
04/24/15,,1,SumSpr,2,Star,Star,Star,Star,Star,Star,Sun,Birds,Birds,Birds,Birds,Star,Star,3,Full,Full,Full,Full,Full,NewMoon,NewMoon,NewMoon,NewMoon,DyingCrescent,DyingCrescent,DyingCrescent,DyingCrescent
04/25/15,,1,SumSpr,2,Star,Star,Star,Star,Star,Star,Sun,Birds,Birds,Birds,Birds,Star,Star,3,Full,Full,Full,Full,Full,NewMoon,NewMoon,NewMoon,NewMoon,DyingCrescent,DyingCrescent,DyingCrescent,DyingCrescent
04/26/15,,1,SumSpr,2,Star,Star,Star,Star,Star,Star,Sun,Birds,Birds,Birds,Birds,Star,Star,3,Full,Full,Full,Full,Full,NewMoon,NewMoon,NewMoon,NewMoon,DyingCrescent,DyingCrescent,DyingCrescent,DyingCrescent
04/27/15,,1,SumSpr,2,Star,Star,Star,Star,Star,Star,Sun,Birds,Birds,Birds,Birds,Star,Star,3,Full,Full,Full,Full,Full,NewMoon,NewMoon,NewMoon,NewMoon,DyingCrescent,DyingCrescent,DyingCrescent,DyingCrescent
04/28/15,,1,SumSpr,2,Star,Star,Star,Star,Star,Star,Sun,Birds,Birds,Birds,Birds,Star,Star,3,Full,Full,Full,Full,Full,NewMoon,NewMoon,NewMoon,NewMoon,DyingCrescent,DyingCrescent,DyingCrescent,DyingCrescent
04/29/15,,1,SumSpr,2,Star,Star,Star,Star,Star,Star,Sun,Birds,Birds,Birds,Birds,Star,Star,3,Full,Full,Full,Full,Full,NewMoon,NewMoon,NewMoon,NewMoon,DyingCrescent,DyingCrescent,DyingCrescent,DyingCrescent
04/30/15,,1,SumSpr,2,Star,Star,Star,Star,Star,Star,Sun,Birds,Birds,Birds,Birds,Star,Star,3,Full,Full,Full,Full,Full,NewMoon,NewMoon,NewMoon,NewMoon,DyingCrescent,DyingCrescent,DyingCrescent,DyingCrescent
05/01/15,,1,SumSpr,2,Star,Star,Star,Star,Star,Star,Sun,Birds,Birds,Birds,Birds,Star,Star,3,Full,Full,Full,Full,Full,NewMoon,NewMoon,NewMoon,NewMoon,DyingCrescent,DyingCrescent,DyingCrescent,DyingCrescent
05/02/15,,1,SumSpr,2,Star,Star,Star,Star,Star,Star,Sun,Birds,Birds,Birds,Birds,Star,Star,3,Full,Full,Full,Full,Full,NewMoon,NewMoon,NewMoon,NewMoon,DyingCrescent,DyingCrescent,DyingCrescent,DyingCrescent
05/03/15,,1,SumSpr,2,Star,Star,Star,Star,Star,Star,Sun,Birds,Birds,Birds,Birds,Star,Star,3,Full,Full,Full,Full,Full,NewMoon,NewMoon,NewMoon,NewMoon,DyingCrescent,DyingCrescent,DyingCrescent,DyingCrescent
05/04/15,,1,SumSpr,2,Star,Star,Star,Star,Star,Star,Sun,Birds,Birds,Birds,Birds,Star,Star,3,Full,Full,Full,Full,Full,NewMoon,NewMoon,NewMoon,NewMoon,DyingCrescent,DyingCrescent,DyingCrescent,DyingCrescent
05/05/15,,1,SumSpr,2,Star,Star,Star,Star,Star,Star,Sun,Birds,Birds,Birds,Birds,Star,Star,3,Full,Full,Full,Full,Full,NewMoon,NewMoon,NewMoon,NewMoon,DyingCrescent,DyingCrescent,DyingCrescent,DyingCrescent
05/06/15,,1,SumSpr,2,Star,Star,Star,Star,Star,Star,Sun,Birds,Birds,Birds,Birds,Star,Star,3,Full,Full,Full,Full,Full,NewMoon,NewMoon,NewMoon,NewMoon,DyingCrescent,DyingCrescent,DyingCrescent,DyingCrescent
05/07/15,,1,SumSpr,2,Star,Star,Star,Star,Star,Star,Sun,Birds,Birds,Birds,Birds,Star,Star,3,Full,Full,Full,Full,Full,NewMoon,NewMoon,NewMoon,NewMoon,DyingCrescent,DyingCrescent,DyingCrescent,DyingCrescent
05/08/15,,1,SumSpr,2,Star,Star,Star,Star,Star,Star,Sun,Birds,Birds,Birds,Birds,Star,Star,3,Full,Full,Full,Full,Full,NewMoon,NewMoon,NewMoon,NewMoon,DyingCrescent,DyingCrescent,DyingCrescent,DyingCrescent
05/09/15,,1,SumSpr,2,Star,Star,Star,Star,Star,Star,Sun,Birds,Birds,Birds,Birds,Star,Star,3,Full,Full,Full,Full,Full,NewMoon,NewMoon,NewMoon,NewMoon,DyingCrescent,DyingCrescent,DyingCrescent,DyingCrescent
05/10/15,,1,SumSpr,2,Star,Star,Star,Star,Star,Star,Sun,Birds,Birds,Birds,Birds,Star,Star,3,Full,Full,Full,Full,Full,NewMoon,NewMoon,NewMoon,NewMoon,DyingCrescent,DyingCrescent,DyingCrescent,DyingCrescent
05/11/15,,1,SumSpr,2,Star,Star,Star,Star,Star,Star,Sun,Birds,Birds,Birds,Birds,Star,Star,3,Full,Full,Full,Full,Full,NewMoon,NewMoon,NewMoon,NewMoon,DyingCrescent,DyingCrescent,DyingCrescent,DyingCrescent
05/12/15,,1,SumSpr,2,Star,Star,Star,Star,Star,Star,Sun,Birds,Birds,Birds,Birds,Star,Star,3,Full,Full,Full,Full,Full,NewMoon,NewMoon,NewMoon,NewMoon,DyingCrescent,DyingCrescent,DyingCrescent,DyingCrescent
05/13/15,,1,SumSpr,2,Star,Star,Star,Star,Star,Star,Sun,Birds,Birds,Birds,Birds,Star,Star,3,Full,Full,Full,Full,Full,NewMoon,NewMoon,NewMoon,NewMoon,DyingCrescent,DyingCrescent,DyingCrescent,DyingCrescent
05/14/15,,1,SumSpr,2,Star,Star,Star,Star,Star,Star,Sun,Birds,Birds,Birds,Birds,Star,Star,3,Full,Full,Full,Full,Full,NewMoon,NewMoon,NewMoon,NewMoon,DyingCrescent,DyingCrescent,DyingCrescent,DyingCrescent
05/15/15,,1,SumSpr,2,Star,Star,Star,Star,Star,Star,Sun,Birds,Birds,Birds,Birds,Star,Star,3,Full,Full,Full,Full,Full,NewMoon,NewMoon,NewMoon,NewMoon,DyingCrescent,DyingCrescent,DyingCrescent,DyingCrescent
05/16/15,,1,SumSpr,2,Star,Star,Star,Star,Star,Star,Sun,Birds,Birds,Birds,Birds,Star,Star,3,Full,Full,Full,Full,Full,NewMoon,NewMoon,NewMoon,NewMoon,DyingCrescent,DyingCrescent,DyingCrescent,DyingCrescent
05/17/15,,1,SumSpr,2,Star,Star,Star,Star,Star,Star,Sun,Birds,Birds,Birds,Birds,Star,Star,3,Full,Full,Full,Full,Full,NewMoon,NewMoon,NewMoon,NewMoon,DyingCrescent,DyingCrescent,DyingCrescent,DyingCrescent
05/18/15,,1,SumSpr,2,Star,Star,Star,Star,Star,Star,Sun,Birds,Birds,Birds,Birds,Star,Star,3,Full,Full,Full,Full,Full,NewMoon,NewMoon,NewMoon,NewMoon,DyingCrescent,DyingCrescent,DyingCrescent,DyingCrescent
05/19/15,,1,SumSpr,2,Star,Star,Star,Star,Star,Star,Sun,Birds,Birds,Birds,Birds,Star,Star,3,Full,Full,Full,Full,Full,NewMoon,NewMoon,NewMoon,NewMoon,DyingCrescent,DyingCrescent,DyingCrescent,DyingCrescent
05/20/15,,1,SumSpr,2,Star,Star,Star,Star,Star,Star,Sun,Birds,Birds,Birds,Birds,Star,Star,3,Full,Full,Full,Full,Full,NewMoon,NewMoon,NewMoon,NewMoon,DyingCrescent,DyingCrescent,DyingCrescent,DyingCrescent
05/21/15,,1,SumSpr,2,Star,Star,Star,Star,Star,Star,Sun,Birds,Birds,Birds,Birds,Star,Star,3,Full,Full,Full,Full,Full,NewMoon,NewMoon,NewMoon,NewMoon,DyingCrescent,DyingCrescent,DyingCrescent,DyingCrescent
05/22/15,,1,SumSpr,2,Star,Star,Star,Star,Star,Star,Sun,Birds,Birds,Birds,Birds,Star,Star,3,Full,Full,Full,Full,Full,NewMoon,NewMoon,NewMoon,NewMoon,DyingCrescent,DyingCrescent,DyingCrescent,DyingCrescent
05/23/15,,1,SumSpr,2,Star,Star,Star,Star,Star,Star,Sun,Birds,Birds,Birds,Birds,Star,Star,3,Full,Full,Full,Full,Full,NewMoon,NewMoon,NewMoon,NewMoon,DyingCrescent,DyingCrescent,DyingCrescent,DyingCrescent
05/24/15,,1,SumSpr,2,Star,Star,Star,Star,Star,Star,Sun,Birds,Birds,Birds,Birds,Star,Star,3,Full,Full,Full,Full,Full,NewMoon,NewMoon,NewMoon,NewMoon,DyingCrescent,DyingCrescent,DyingCrescent,DyingCrescent
05/25/15,,1,SumSpr,2,Star,Star,Star,Star,Star,Star,Sun,Birds,Birds,Birds,Birds,Star,Star,3,Full,Full,Full,Full,Full,NewMoon,NewMoon,NewMoon,NewMoon,DyingCrescent,DyingCrescent,DyingCrescent,DyingCrescent
05/26/15,,1,SumSpr,2,Star,Star,Star,Star,Star,Star,Sun,Birds,Birds,Birds,Birds,Star,Star,3,Full,Full,Full,Full,Full,NewMoon,NewMoon,NewMoon,NewMoon,DyingCrescent,DyingCrescent,DyingCrescent,DyingCrescent
05/27/15,,1,SumSpr,2,Star,Star,Star,Star,Star,Star,Sun,Birds,Birds,Birds,Birds,Star,Star,3,Full,Full,Full,Full,Full,NewMoon,NewMoon,NewMoon,NewMoon,DyingCrescent,DyingCrescent,DyingCrescent,DyingCrescent
05/28/15,,1,SumSpr,2,Star,Star,Star,Star,Star,Star,Sun,Birds,Birds,Birds,Birds,Star,Star,3,Full,Full,Full,Full,Full,NewMoon,NewMoon,NewMoon,NewMoon,DyingCrescent,DyingCrescent,DyingCrescent,DyingCrescent
05/29/15,,1,SumSpr,2,Star,Star,Star,Star,Star,Star,Sun,Birds,Birds,Birds,Birds,Star,Star,3,Full,Full,Full,Full,Full,NewMoon,NewMoon,NewMoon,NewMoon,DyingCrescent,DyingCrescent,DyingCrescent,DyingCrescent
05/30/15,,1,SumSpr,2,Star,Star,Star,Star,Star,Star,Sun,Birds,Birds,Birds,Birds,Star,Star,3,Full,Full,Full,Full,Full,NewMoon,NewMoon,NewMoon,NewMoon,DyingCrescent,DyingCrescent,DyingCrescent,DyingCrescent
05/31/15,,1,SumSpr,2,Star,Star,Star,Star,Star,Star,Sun,Birds,Birds,Birds,Birds,Star,Star,3,Full,Full,Full,Full,Full,NewMoon,NewMoon,NewMoon,NewMoon,DyingCrescent,DyingCrescent,DyingCrescent,DyingCrescent
06/01/15,,1,SumSpr,2,Star,Star,Star,Star,Star,Star,Sun,Birds,Birds,Birds,Birds,Star,Star,3,Full,Full,Full,Full,Full,NewMoon,NewMoon,NewMoon,NewMoon,DyingCrescent,DyingCrescent,DyingCrescent,DyingCrescent
06/02/15,,1,SumSpr,2,Star,Star,Star,Star,Star,Star,Sun,Birds,Birds,Birds,Birds,Star,Star,3,Full,Full,Full,Full,Full,NewMoon,NewMoon,NewMoon,NewMoon,DyingCrescent,DyingCrescent,DyingCrescent,DyingCrescent
06/03/15,,1,SumSpr,2,Star,Star,Star,Star,Star,Star,Sun,Birds,Birds,Birds,Birds,Star,Star,3,Full,Full,Full,Full,Full,NewMoon,NewMoon,NewMoon,NewMoon,DyingCrescent,DyingCrescent,DyingCrescent,DyingCrescent
06/04/15,,1,SumSpr,2,Star,Star,Star,Star,Star,Star,Sun,Birds,Birds,Birds,Birds,Star,Star,3,Full,Full,Full,Full,Full,NewMoon,NewMoon,NewMoon,NewMoon,DyingCrescent,DyingCrescent,DyingCrescent,DyingCrescent
06/05/15,,1,SumSpr,2,Star,Star,Star,Star,Star,Star,Sun,Birds,Birds,Birds,Birds,Star,Star,3,Full,Full,Full,Full,Full,NewMoon,NewMoon,NewMoon,NewMoon,DyingCrescent,DyingCrescent,DyingCrescent,DyingCrescent
06/06/15,,1,SumSpr,2,Star,Star,Star,Star,Star,Star,Sun,Birds,Birds,Birds,Birds,Star,Star,3,Full,Full,Full,Full,Full,NewMoon,NewMoon,NewMoon,NewMoon,DyingCrescent,DyingCrescent,DyingCrescent,DyingCrescent
06/07/15,,1,SumSpr,2,Star,Star,Star,Star,Star,Star,Sun,Birds,Birds,Birds,Birds,Star,Star,3,Full,Full,Full,Full,Full,NewMoon,NewMoon,NewMoon,NewMoon,DyingCrescent,DyingCrescent,DyingCrescent,DyingCrescent
06/08/15,,1,SumSpr,2,Star,Star,Star,Star,Star,Star,Sun,Birds,Birds,Birds,Birds,Star,Star,3,Full,Full,Full,Full,Full,NewMoon,NewMoon,NewMoon,NewMoon,DyingCrescent,DyingCrescent,DyingCrescent,DyingCrescent
06/09/15,,1,SumSpr,2,Star,Star,Star,Star,Star,Star,Sun,Birds,Birds,Birds,Birds,Star,Star,3,Full,Full,Full,Full,Full,NewMoon,NewMoon,NewMoon,NewMoon,DyingCrescent,DyingCrescent,DyingCrescent,DyingCrescent
06/10/15,,1,SumSpr,2,Star,Star,Star,Star,Star,Star,Sun,Birds,Birds,Birds,Birds,Star,Star,3,Full,Full,Full,Full,Full,NewMoon,NewMoon,NewMoon,NewMoon,DyingCrescent,DyingCrescent,DyingCrescent,DyingCrescent
06/11/15,,1,SumSpr,2,Star,Star,Star,Star,Star,Star,Sun,Birds,Birds,Birds,Birds,Star,Star,3,Full,Full,Full,Full,Full,NewMoon,NewMoon,NewMoon,NewMoon,DyingCrescent,DyingCrescent,DyingCrescent,DyingCrescent
06/12/15,,1,SumSpr,2,Star,Star,Star,Star,Star,Star,Sun,Birds,Birds,Birds,Birds,Star,Star,3,Full,Full,Full,Full,Full,NewMoon,NewMoon,NewMoon,NewMoon,DyingCrescent,DyingCrescent,DyingCrescent,DyingCrescent
06/13/15,,1,SumSpr,2,Star,Star,Star,Star,Star,Star,Sun,Birds,Birds,Birds,Birds,Star,Star,3,Full,Full,Full,Full,Full,NewMoon,NewMoon,NewMoon,NewMoon,DyingCrescent,DyingCrescent,DyingCrescent,DyingCrescent
06/14/15,,1,SumSpr,2,Star,Star,Star,Star,Star,Star,Sun,Birds,Birds,Birds,Birds,Star,Star,3,Full,Full,Full,Full,Full,NewMoon,NewMoon,NewMoon,NewMoon,DyingCrescent,DyingCrescent,DyingCrescent,DyingCrescent
06/15/15,,1,SumSpr,2,Star,Star,Star,Star,Star,Star,Sun,Birds,Birds,Birds,Birds,Star,Star,3,Full,Full,Full,Full,Full,NewMoon,NewMoon,NewMoon,NewMoon,DyingCrescent,DyingCrescent,DyingCrescent,DyingCrescent
06/16/15,,1,SumSpr,2,Star,Star,Star,Star,Star,Star,Sun,Birds,Birds,Birds,Birds,Star,Star,3,Full,Full,Full,Full,Full,NewMoon,NewMoon,NewMoon,NewMoon,DyingCrescent,DyingCrescent,DyingCrescent,DyingCrescent
06/17/15,,1,SumSpr,2,Star,Star,Star,Star,Star,Star,Sun,Birds,Birds,Birds,Birds,Star,Star,3,Full,Full,Full,Full,Full,NewMoon,NewMoon,NewMoon,NewMoon,DyingCrescent,DyingCrescent,DyingCrescent,DyingCrescent
06/18/15,,1,SumSpr,2,Star,Star,Star,Star,Star,Star,Sun,Birds,Birds,Birds,Birds,Star,Star,3,Full,Full,Full,Full,Full,NewMoon,NewMoon,NewMoon,NewMoon,DyingCrescent,DyingCrescent,DyingCrescent,DyingCrescent
06/19/15,,1,SumSpr,2,Star,Star,Star,Star,Star,Star,Sun,Birds,Birds,Birds,Birds,Star,Star,3,Full,Full,Full,Full,Full,NewMoon,NewMoon,NewMoon,NewMoon,DyingCrescent,DyingCrescent,DyingCrescent,DyingCrescent
06/20/15,,1,SumSpr,2,Star,Star,Star,Star,Star,Star,Sun,Birds,Birds,Birds,Birds,Star,Star,3,Full,Full,Full,Full,Full,NewMoon,NewMoon,NewMoon,NewMoon,DyingCrescent,DyingCrescent,DyingCrescent,DyingCrescent
06/21/15,,1,SumSpr,2,Star,Star,Star,Star,Star,Star,Sun,Birds,Birds,Birds,Birds,Star,Star,3,Full,Full,Full,Full,Full,NewMoon,NewMoon,NewMoon,NewMoon,DyingCrescent,DyingCrescent,DyingCrescent,DyingCrescent
06/22/15,,1,SumSpr,2,Star,Star,Star,Star,Star,Star,Sun,Birds,Birds,Birds,Birds,Star,Star,3,Full,Full,Full,Full,Full,NewMoon,NewMoon,NewMoon,NewMoon,DyingCrescent,DyingCrescent,DyingCrescent,DyingCrescent
06/23/15,,1,SumSpr,2,Star,Star,Star,Star,Star,Star,Sun,Birds,Birds,Birds,Birds,Star,Star,3,Full,Full,Full,Full,Full,NewMoon,NewMoon,NewMoon,NewMoon,DyingCrescent,DyingCrescent,DyingCrescent,DyingCrescent
06/24/15,,1,SumSpr,2,Star,Star,Star,Star,Star,Star,Sun,Birds,Birds,Birds,Birds,Star,Star,3,Full,Full,Full,Full,Full,NewMoon,NewMoon,NewMoon,NewMoon,DyingCrescent,DyingCrescent,DyingCrescent,DyingCrescent
06/25/15,,1,SumSpr,2,Star,Star,Star,Star,Star,Star,Sun,Birds,Birds,Birds,Birds,Star,Star,3,Full,Full,Full,Full,Full,NewMoon,NewMoon,NewMoon,NewMoon,DyingCrescent,DyingCrescent,DyingCrescent,DyingCrescent
06/26/15,,1,SumSpr,2,Star,Star,Star,Star,Star,Star,Sun,Birds,Birds,Birds,Birds,Star,Star,3,Full,Full,Full,Full,Full,NewMoon,NewMoon,NewMoon,NewMoon,DyingCrescent,DyingCrescent,DyingCrescent,DyingCrescent
06/27/15,,1,SumSpr,2,Star,Star,Star,Star,Star,Star,Sun,Birds,Birds,Birds,Birds,Star,Star,3,Full,Full,Full,Full,Full,NewMoon,NewMoon,NewMoon,NewMoon,DyingCrescent,DyingCrescent,DyingCrescent,DyingCrescent
06/28/15,,1,SumSpr,2,Star,Star,Star,Star,Star,Star,Sun,Birds,Birds,Birds,Birds,Star,Star,3,Full,Full,Full,Full,Full,NewMoon,NewMoon,NewMoon,NewMoon,DyingCrescent,DyingCrescent,DyingCrescent,DyingCrescent
06/29/15,,1,SumSpr,2,Star,Star,Star,Star,Star,Star,Sun,Birds,Birds,Birds,Birds,Star,Star,3,Full,Full,Full,Full,Full,NewMoon,NewMoon,NewMoon,NewMoon,DyingCrescent,DyingCrescent,DyingCrescent,DyingCrescent
